id,comment,sentiment
1596126553781330_1596176123776373,هوي اصلا ازا مو مكون جزء بسيط من حياته  هيك علاقه من بدايتها  غلط اساسا  لانه مو الشغله اتزوج وسكر باب وخلص لاء في مصاريف في بكرا افرد عيله جدد   وبزيد كل شي  وهاد بسبب مشاكل  وضغط سواء اله ولا لمرتوا  وبتحب الوحده تستقل وتاخد راحتها ببيتها وهيكا ... لازم السؤال  اساسا لما تفكري ترتبطي ع اساس او معايير شو الدراسه الي بتجريها عشان  تحسبي انه في نسبه نجاح معينه لهزواج والخ ... ومجرد رأي,-1
1596308140429838_1596361843757801,هي الناس الفهمانه صارت تسكر معو وطتنا بطتت بطتكم 😂😂😂😂😂😂😂,-1
1596126553781330_1596839607043358,هي حماتك كاينة غوريلااا ولكم هاي إموو يا مجانين هي الي ربت وضحت ت صار شب زي الوردة البنات بتحبووو  ليش ما تعيشو احلا حياة انت وحماتك وتصيرو صاحبات انتو الثنتين بتحبو الشب ليش تقلبو حياتو جحيم ... وتخلو يختار امو او مرتووو وتنكدو وتسودوو العيشة الحلوووة   اتقوو الله,-1
1596144183779567_1596236693770316,هيك بصير اسمها ان في خلقه ل شؤون مو جامعة خيا,-1
1596116870448965_1596461280414524,هيهيهيهييي,-1
1596308140429838_1596815103712475,واخد بالك يا حج حمدان بسكروا مع بعض Lotof Hamdan,-1
1596408487086470_1596410910419561,واخرتو بروح يتجوز عليها  🐸,-1
1596144183779567_1596148243779161,واذا بدك اتشلح واطلع عااادي 🤣🤣🤣🤣 بعنااهاااا,-1
1596887753705210_1596896280371024,والله احتمال انها اختبرتك بهلشغله ولما شافتكك حيطه مايله عملتلك بلوك,-1
1596126553781330_1596132087114110,والله الي مش قد الحب وقد بنات الناس يقعد يلتهي بحالو يعني لو يجي لا اختك عريس بتوافق اكيد لاء لانك رح تحكي بالمستقبل اختي ما رح تقدر تستمر,-1
1596372243756761_1596380343755951,والله بقعد ساكت,-1
1596778420382810_1596814900379162,والله لوً تقعد تحكي ميت سنه مفكر انه راحً يتحسن الحال  هاظ الي الله كتبو علينا  يعني من الاخر بدنا نرضى بالمكتوب قلنا اه أو قلنا لا  لهيك تع ننسى دنيا وتطير,-1
1596408487086470_1596408740419778,والله م بعرف 😩,-1
1596778420382810_1596803423713643,والله يا معلم لما يكون في عندو بيت ال 1500 ول 2000 بيفتحو بيت وبكفوو  اما لما يكون ماخدلو وحده مستوحشه ومتل الغوريلا عطالعه ونازله بدها طلبات طبعا مش راح يكفوو 😏,-1
1596838907043428_1596840437043275,والي بتقتل سحلية😪💔😂,-1
1596308140429838_1596610483732937,وبحكولك ليش لهلا ماتزوجتي  ياعمي انتو عارفين شو بصير بعد الجيزه لشووو وجع الراس والمشاكل😒😒,-1
1596308140429838_1596325383761447,ورصاص,-1
1596877730372879_1596881923705793,وضعت زوجتو في هداك الوقت... شو بنسبه لا العربي الفصيح  Nora Khalil,-1
1596877730372879_1596881387039180,وضعو مو طبيعي 😎,-1
1596372243756761_1596375787089740,وعلى قولة الاردنيه والله لاقيت شغل ب 200 ليره شووووو يا زلمه ذهب .. بتعمر فيهن عماره احسن من عنا لانه بتوكل فيهن وهن بوكلن جسمك هاد اذا قبضت .,-1
1596144183779567_1596266027100716,وفاء قنديل تعي اسمعي طيب لوحات الفنيه الي منشوفها بشارع من وين,-1
1596126553781330_1596234543770531,وقتها بدوس ع قلبي وبتبع عقلي بكون افضل,-1
1596778420382810_1596796833714302,وك في حد بفكر يجيب الهم لعندو يازلمه روح عيش حياتك بلا جيزه بلا نكد جبلك سياره طياره بسكليت انطلق 😂😂,-1
1596408487086470_1596726480388004,ولا بعطيه اشي لزلام بستاهلوش Sahar Shraim Amneh Abdel Aal,-1
1596342497093069_1596383767088942,ولا حدا بحكي مع حالي,-1
1596342497093069_1596346320426020,ولا شي,-1
1596342497093069_1596352450425407,ولا شي 😂,-1
1596342497093069_1596343240426328,ولاشي ما بحكي مع حد مع السقف سهرانه ههههه,-1
1596328670427785_1596329323761053,وما الهم خشم🙄🐸🌚🤓😂😂😂😂,-1
1596308140429838_1596496637077655,وين النصيحه ؟ انا شايفتها قصة خاليه من اي نصيحه 🤔,-1
1596767033717282_1596799740380678,ي جماعة الخير بلا كذب الاجور اعلى من هيك بكثير يعني ع حساب يوم بتوخذ ٥٠ شيكل هاض ف ٢٠٠٠ ما حد كان يرضا حد فيهن ويمنك مجوز اطلع تصريح وادخل ع لقدس واشتغل بيومية ٥٠٠ ولا ضريت ع لقلة وراحة وبس تتشكون وبلاش معط,-1
1596778420382810_1596783727048946,يا حبيبي اعمل متل بعض الشباب واولهم انا تفكرش بجيزه لان مش مضطر تدمر حالك وتنصاب باكمن جلطه اشتغل لجيبتك جهزلك غرفتين عيش فيهم العمر لحالك لا بتحمل هم جيزه ولا ولاد واي شي بنفسك بتجيبه .,-1
1596328670427785_1596442580416394,يا حرام من كتر الواكس والجل هههههع,-1
1596116870448965_1596164477110871,يا خرا شنو هاذا,-1
1596308140429838_1596837873710198,يا سلام .. بنت مين انت يعمي,-1
1596778420382810_1596835323710453,يا صاحبي تهتمش .. البنت الي حكت هيك بدها مصاري كتير حقها بدي تشترري مكياج وتخفي الوجه الحقيقي الها   ... الجعفوري,-1
1596144183779567_1596342900426362,ياااااااه كتير عملتها ايام الجامعه  مش بس اطلع بدون مكياج  كنت اطلع في أواعي الدار  ولهسا عندي استعداد اطلع مشاوير في البجامة والله,-1
1596308140429838_1596310920429560,ياااااابيييي ما ازنخك ولك لونه عندي مرة زيك مش بس بسكر بحشش كمان,-1
1596144183779567_1596145687112750,ياما طلعت بدونهم مهي الشغله حسب النفسيه اذا النفسيه زباله بتفشش بالمكياج 😌,-1
1596126553781330_1596345710426081,يبنيلها خشه او زنكيه 😂😂😂😂,-1
1596144183779567_1596164690444183,يخلف عالكاندي والسناب والمكياج وتوابعو اللي مستر عليكم😂😂😂😂,-1
1596778420382810_1596782487049070,يزم هاد ما بقدروا وضع الشباب نسبة كبيرة منهن ماديات,-1
1596308140429838_1596361437091175,يسعدلي مزحك 😂😂😂😂💔,-1
1596144183779567_1596163020444350,يعني اذا بحط بودره وشويه حومره مش رح يتغير شكلي بدونهن 😂 اما الي بتحط جبله البطون الي فوق طبيعي تتغير😅,-1
1596126553781330_1596157417111577,يعني هي يلي تعبت وحملت فيه وربته وينرفض بالاخر انو ببيت واحد؟  بالعكس بتكون الام التانية واحترامها عو العين والراس شو يعني 😒 ازا هي قوية ومعاملتها مش غاد غاد .. بالمعاملة منيحة بتلين 😂,-1
1596778420382810_1596854207041898,يلي معوش بلزموش 😬,-1
1596126553781330_1596135570447095,يلي معوش بلزموش. ..بس يسير معه ساعتها بحقله يحب 😌,-1
1596854720375180_1596855437041775,يليي مآ بقدر #وجودك ، ﻻ تعظم غيآبوو ،  عمر آلبحر مآ شآل هم #آلسفينة ✋ !!,-1
1596308140429838_1596329073761078,يما مشطرك في قصص روايات  عنجد بدكً قتل  قلعاط يقلعطك ع هيك قصه  شواربك زي وبر الققوص  قال مره عامله فيها شيخه  ومره نغشه  ومره حريصه  اثبتي ع شي  كنت ناوي اتعشى  سكرتي منافسي يجعلك الساحق الماحق المتلاحق  في يوم هجمعه جامعه وملائكه سامعه 😂😂😂😂😂,-1
1596887753705210_1596889950371657,يمكن كانت بدها تجربك وانت طلعت بدك مين يعطيك احلا بلك,-1
1596116870448965_1596119973781988,🤨🤨🤨🤐🤐🤐😏😏🙄😏😱😬🤪,-1
1596854720375180_1596860870374565,#مالك_متغير ؟!,-1
1596328670427785_1596766243717361,👶 هيو بشعرة براسه,-1
1596894120371240_1596895103704475,😂😂😂😂😂😂😂😂,-1
1596442873749698_1596486197078699,الي مسهرك مسهرنا,-1
1596164447110874_1596209857106333,اميرته انا😂,-1
1596308140429838_1596318167095502,كلام مش دقيق لانو في عام 2002 جاء مصور من امريكيا الى الهند يدعى isjaeop_UEAAi بعرف انكم طنشتو الاسم طب اقسم بالله مارح كمل مشان حركة الولدنة هاي  🙂😏😂🐸,-1
1596778420382810_1596851037042215,مش مشكله بالمهر ولا بتكاليف الزواج المشكله بعد الزواج مسؤولية بيت واولاد وكهرباء ومي وعزايم ومصاريف من هون لهون بضل طول عمرك ملحوق تستغل ليل ونهار ومش ملحق,-1
1596442873749698_1596445507082768,مندرس عربي 😭😭,-1
1596442873749698_1596541693739816,منسدح وبتابع سبيستون والوضع مرة نابس 🐸,-1
1596442873749698_1596456220415030,منكنكن 😅😅✋ Faika M Zain,-1
1543078229086163_1543229482404371,  هو مش خاينهة بس_بيحب سارة و برتاح لعبير وبحس بهديل وبيفضفض ل سها و براءة وبرتاح بحضن ولاء و سعاد بتعتبرها اختو ! 🐸    ليش مكبرين الموضوع ؟! xD😂😂,-1
1542624792464840_1542656239128362,:/ :(,-1
1543078229086163_1543209629073023,.احلى نكتة بسمعها في_حياتي,-1
1543045455756107_1543051582422161,#انا .. بشلح البدلة وبرقص بفرحهم وبنقطو الف_ليرة غوارة تغوروو وتغورها ورا,-1
1542625972464722_1542628925797760,#انداري,-1
1543119012415418_1543130605747592,☻,-1
1542624792464840_1542628232464496,✋💔😔,-1
1543078229086163_1543091162418203,🐍🐍,-1
1543017402425579_1543020255758627,🐸,-1
1543067545753898_1543112785749374,🐸🐸🐸🐸🐸🐸🐸 فش ححل  _ ,-1
1543241149069871_1543247525735900,🤐✋☺ولكن قسمان بالله اكرهت البنات لاجلكن,-1
1543078229086163_1543081902419129,😂😂,-1
1543056779088308_1543074455753207,😂😂,-1
1543078229086163_1543150149078971,😂😂 حنحنين الورد شنجت من الكذبه,-1
1543200225740630_1543202215740431,😂😂😂,-1
1543119012415418_1543128482414471,😂😂😂,-1
1543056779088308_1543208245739828,😂😂😂,-1
1543078229086163_1543098659084120,😂😂😂 بس_بلاش,-1
1543056779088308_1543060909087895,😂😂😂😂,-1
1543078229086163_1543101089083877,😂😂😂😂 اصدق؟؟؟,-1
1543045455756107_1543053105755342,😂😂😂😂 بس افكر ازوج بحكيلكم,-1
1543078229086163_1543079335752719,😂😂😂😂 كان نفسي اصدق,-1
1543017402425579_1543025829091403,😂😂😂😂😂 يحش 👊,-1
1543119012415418_1543142169079769,😂😂😂😂😂😂,-1
1543045455756107_1543207582406561,😂😂😂😂😂😂 بطلقها عالسماعة قدام_الكل,-1
